# step rank resident
1007 3 1749352
1007 4 2022608
1007 5 1233616
1007 6 1440064
1007 7 1759328
# 1007 mean resident memory: 1578980.500000, balance: 0.499684
1011 0 1623560
1011 1 1301912
1011 2 1512632
1011 3 1755056
1011 4 2024440
1011 5 1234932
1011 6 1440544
1011 7 1762288
# 1011 mean resident memory: 1581920.500000, balance: 0.499082
1015 0 1628004
1015 1 1302476
1015 2 1512092
1015 3 1757116
1015 4 2025312
1015 5 1236176
1015 6 1436404
1015 7 1765408
# 1015 mean resident memory: 1582873.500000, balance: 0.498546
1019 0 1631808
1019 1 1303796
1019 2 1511212
1019 3 1756804
1019 4 2029820
1019 5 1239108
1019 6 1436592
1019 7 1771632
# 1019 mean resident memory: 1585096.500000, balance: 0.498842
1023 0 1634536
1023 1 1304064
1023 2 1513524
1023 3 1757084
1023 4 2033156
1023 5 1238492
1023 6 1436884
1023 7 1752660
# 1023 mean resident memory: 1583800.000000, balance: 0.501745
1027 0 1635968
1027 1 1307428
1027 2 1514028
1027 3 1760144
1027 4 2033752
1027 5 1239736
1027 6 1433768
1027 7 1772048
# 1027 mean resident memory: 1587109.000000, balance: 0.500291
1031 0 1638176
1031 1 1311100
1031 2 1430228
1031 3 1759116
1031 4 2034456
1031 5 1239312
1031 6 1432968
1031 7 1759072
# 1031 mean resident memory: 1575553.500000, balance: 0.504676
1035 0 1642300
1035 1 1316020
1035 2 1428128
1035 3 1765168
1035 4 2039308
1035 5 1245676
1035 6 1426432
1035 7 1781236
# 1035 mean resident memory: 1580533.500000, balance: 0.502129
1039 0 1646256
1039 1 1319392
1039 2 1428608
1039 3 1777372
1039 4 2039552
1039 5 1250636
1039 6 1423764
1039 7 1784160
# 1039 mean resident memory: 1583717.500000, balance: 0.498142
1043 0 1649220
1043 1 1321768
1043 2 1428232
1043 3 1778752
1043 4 2037860
1043 5 1252888
1043 6 1421212
1043 7 1784804
# 1043 mean resident memory: 1584342.000000, balance: 0.495456
1047 0 1652604
1047 1 1322352
1047 2 1422016
1047 3 1781428
1047 4 2039624
1047 5 1254556
1047 6 1424568
1047 7 1789032
# 1047 mean resident memory: 1585772.500000, balance: 0.495070
1051 0 1655736
1051 1 1328252
1051 2 1421832
1051 3 1783904
1051 4 2043672
1051 5 1253748
1051 6 1424660
1051 7 1791624
# 1051 mean resident memory: 1587928.500000, balance: 0.497456
1055 0 1654404
1055 1 1332636
1055 2 1420416
1055 3 1789444
1055 4 2038592
1055 5 1257744
1055 6 1431440
1055 7 1793624
# 1055 mean resident memory: 1589787.500000, balance: 0.491165
1059 0 1632268
1059 1 1336824
1059 2 1419624
1059 3 1811520
1059 4 2043276
1059 5 1263464
1059 6 1438364
1059 7 1793440
# 1059 mean resident memory: 1592347.500000, balance: 0.489725
1063 0 1633640
1063 1 1341188
1063 2 1429992
1063 3 1830004
1063 4 2026824
1063 5 1268420
1063 6 1445584
1063 7 1825488
# 1063 mean resident memory: 1600142.500000, balance: 0.473960
1067 0 1633788
1067 1 1345120
1067 2 1437540
1067 3 1842344
1067 4 2024444
1067 5 1272376
1067 6 1455080
1067 7 1833916
# 1067 mean resident memory: 1605576.000000, balance: 0.468410
1071 0 1632352
1071 1 1350104
1071 2 1444196
1071 3 1856308
1071 4 2024400
1071 5 1275876
1071 6 1455500
1071 7 1842556
# 1071 mean resident memory: 1610161.500000, balance: 0.464875
1075 0 1632984
1075 1 1352752
1075 2 1446984
1075 3 1861736
1075 4 2023288
1075 5 1278880
1075 6 1457060
1075 7 1844736
# 1075 mean resident memory: 1612302.500000, balance: 0.461705
1079 0 1631084
1079 1 1355920
1079 2 1455208
1079 3 1867972
1079 4 2025404
1079 5 1285368
1079 6 1465356
1079 7 1847228
# 1079 mean resident memory: 1616692.500000, balance: 0.457747
1083 0 1631640
1083 1 1354584
1083 2 1400268
1083 3 1868660
1083 4 2026744
1083 5 1286992
1083 6 1471472
1083 7 1849776
# 1083 mean resident memory: 1611267.000000, balance: 0.459112
1087 0 1627160
1087 1 1360564
1087 2 1405592
1087 3 1864740
1087 4 2027568
1087 5 1292196
1087 6 1477328
1087 7 1854120
# 1087 mean resident memory: 1613658.500000, balance: 0.455717
1091 0 1627136
1091 1 1365172
1091 2 1406508
1091 3 1852656
1091 4 2031080
1091 5 1293184
1091 6 1478720
1091 7 1852544
# 1091 mean resident memory: 1613375.000000, balance: 0.457362
1095 0 1643412
1095 1 1364492
1095 2 1406420
1095 3 1848200
1095 4 2035428
1095 5 1297448
1095 6 1491400
1095 7 1831820
# 1095 mean resident memory: 1614827.500000, balance: 0.457002
1099 0 1627212
1099 1 1369520
1099 2 1410064
1099 3 1854140
1099 4 2037252
1099 5 1300216
1099 6 1492168
1099 7 1853640
# 1099 mean resident memory: 1618026.500000, balance: 0.455515
1103 0 1627312
1103 1 1372380
1103 2 1420788
1103 3 1854556
1103 4 2035840
1103 5 1304580
1103 6 1501404
1103 7 1854520
# 1103 mean resident memory: 1621422.500000, balance: 0.450999
1107 0 1628436
1107 1 1371696
1107 2 1423124
1107 3 1859168
1107 4 2033748
1107 5 1305180
1107 6 1501404
1107 7 1851672
# 1107 mean resident memory: 1621803.500000, balance: 0.449233
1111 0 1627316
1111 1 1380216
1111 2 1425516
1111 3 1860744
1111 4 2035740
1111 5 1315544
1111 6 1495196
1111 7 1852288
# 1111 mean resident memory: 1624070.000000, balance: 0.443451
1115 0 1627316
1115 1 1383416
1115 2 1431300
1115 3 1856136
1115 4 2032344
1115 5 1324468
1115 6 1508564
1115 7 1852784
# 1115 mean resident memory: 1627041.000000, balance: 0.435070
1119 0 1624840
1119 1 1389124
1119 2 1439092
1119 3 1859744
1119 4 2032344
1119 5 1326136
1119 6 1515912
1119 7 1853412
# 1119 mean resident memory: 1630075.500000, balance: 0.433236
1123 0 1623408
1123 1 1393636
1123 2 1434072
1123 3 1852968
1123 4 2037164
1123 5 1330872
1123 6 1478244
1123 7 1850268
# 1123 mean resident memory: 1625079.000000, balance: 0.434620
1127 0 1623748
1127 1 1396128
1127 2 1441132
1127 3 1846084
1127 4 2040720
1127 5 1335128
1127 6 1476900
1127 7 1851628
# 1127 mean resident memory: 1626433.500000, balance: 0.433828
1131 0 1623944
1131 1 1401620
1131 2 1446076
1131 3 1842628
1131 4 2037400
1131 5 1335212
1131 6 1484120
1131 7 1850800
# 1131 mean resident memory: 1627725.000000, balance: 0.431392
1135 0 1625992
1135 1 1407272
1135 2 1451148
1135 3 1842404
1135 4 2041496
1135 5 1339524
1135 6 1487320
1135 7 1852740
# 1135 mean resident memory: 1630987.000000, balance: 0.430397
1139 0 1626016
1139 1 1411364
1139 2 1448984
1139 3 1841036
1139 4 2045432
1139 5 1342796
1139 6 1502108
1139 7 1875724
# 1139 mean resident memory: 1636682.500000, balance: 0.429305
1143 0 1629584
1143 1 1419480
1143 2 1514452
1143 3 1842672
1143 4 2054868
1143 5 1353544
1143 6 1505924
1143 7 1885140
# 1143 mean resident memory: 1650708.000000, balance: 0.424863
1147 0 1637160
1147 1 1423036
1147 2 1532004
1147 3 1865280
1147 4 2064848
1147 5 1376564
1147 6 1517132
1147 7 1872796
# 1147 mean resident memory: 1661102.500000, balance: 0.414354
1151 0 1648804
1151 1 1423164
1151 2 1534208
1151 3 1868160
1151 4 2061892
1151 5 1382744
1151 6 1518296
1151 7 1891752
# 1151 mean resident memory: 1666127.500000, balance: 0.407621
1155 0 1653948
1155 1 1422932
1155 2 1540920
1155 3 1868420
1155 4 2079252
1155 5 1387940
1155 6 1527364
1155 7 1896736
# 1155 mean resident memory: 1672189.000000, balance: 0.413417
1159 0 1653016
1159 1 1423908
1159 2 1549140
1159 3 1873420
1159 4 2065212
1159 5 1394832
1159 6 1527796
1159 7 1897212
# 1159 mean resident memory: 1673067.000000, balance: 0.400689
1163 0 1653972
1163 1 1430048
1163 2 1552636
1163 3 1875860
1163 4 2071516
1163 5 1397648
1163 6 1534728
1163 7 1898084
# 1163 mean resident memory: 1676811.500000, balance: 0.401875
1167 0 1663204
1167 1 1459772
1167 2 1557600
1167 3 1893692
1167 4 2070760
1167 5 1399428
1167 6 1582896
1167 7 1913276
# 1167 mean resident memory: 1692578.500000, balance: 0.396633
1171 0 1665392
1171 1 1460088
1171 2 1571600
1171 3 1895968
1171 4 2069548
1171 5 1406644
1171 6 1599508
1171 7 1917528
# 1171 mean resident memory: 1698284.500000, balance: 0.390337
1175 0 1665852
1175 1 1459340
1175 2 1576388
1175 3 1902664
1175 4 2074352
1175 5 1408556
1175 6 1607828
1175 7 1923832
# 1175 mean resident memory: 1702351.500000, balance: 0.391104
1179 0 1669108
1179 1 1464768
1179 2 1580168
1179 3 1914100
1179 4 2090960
1179 5 1418668
1179 6 1622980
1179 7 1928220
# 1179 mean resident memory: 1711121.500000, balance: 0.392896
1183 0 1668988
1183 1 1498404
1183 2 1574384
1183 3 1917396
1183 4 2091436
1183 5 1419904
1183 6 1621344
1183 7 1938460
# 1183 mean resident memory: 1716289.500000, balance: 0.391270
1187 0 1675580
1187 1 1510800
1187 2 1559024
1187 3 1923560
1187 4 2094940
1187 5 1412304
1187 6 1626716
1187 7 1939268
# 1187 mean resident memory: 1717774.000000, balance: 0.397396
1191 0 1687968
1191 1 1512664
1191 2 1564180
1191 3 1927408
1191 4 2104004
1191 5 1418720
1191 6 1624076
1191 7 1948172
# 1191 mean resident memory: 1723399.000000, balance: 0.397635
1195 0 1684656
1195 1 1521736
1195 2 1562420
1195 3 1933200
1195 4 2100016
1195 5 1425216
1195 6 1635544
1195 7 1933152
# 1195 mean resident memory: 1724492.500000, balance: 0.391304
1199 0 1689928
1199 1 1528208
1199 2 1564180
1199 3 1936628
1199 4 2111564
1199 5 1428768
1199 6 1628652
1199 7 1960196
# 1199 mean resident memory: 1731015.500000, balance: 0.394448
1203 0 1692716
1203 1 1541196
1203 2 1555376
1203 3 1935852
1203 4 2107316
1203 5 1427424
1203 6 1603384
1203 7 1957340
# 1203 mean resident memory: 1727575.500000, balance: 0.393553
1207 0 1696244
1207 1 1546232
1207 2 1549644
1207 3 1939980
1207 4 2114512
1207 5 1430968
1207 6 1603564
1207 7 1965068
# 1207 mean resident memory: 1730776.500000, balance: 0.394935
1211 0 1693712
1211 1 1570580
1211 2 1550740
1211 3 1942708
1211 4 2117240
1211 5 1433928
1211 6 1477008
1211 7 1968932
# 1211 mean resident memory: 1719356.000000, balance: 0.397423
1215 0 1693460
1215 1 1586612
1215 2 1552828
1215 3 1952680
1215 4 2119856
1215 5 1483484
1215 6 1479584
1215 7 1979920
# 1215 mean resident memory: 1731053.000000, balance: 0.369874
1219 0 1703856
1219 1 1591208
1219 2 1546264
1219 3 1962100
1219 4 2125712
1219 5 1488796
1219 6 1473936
1219 7 1986660
# 1219 mean resident memory: 1734816.500000, balance: 0.375703
1223 0 1704568
1223 1 1599804
1223 2 1550796
1223 3 1966320
1223 4 2126828
1223 5 1490504
1223 6 1470676
1223 7 1990620
# 1223 mean resident memory: 1737514.500000, balance: 0.377638
1227 0 1700724
1227 1 1617816
1227 2 1552500
1227 3 1970060
1227 4 2139940
1227 5 1503840
1227 6 1467564
1227 7 2000540
# 1227 mean resident memory: 1744123.000000, balance: 0.385510
1231 0 1702172
1231 1 1621544
1231 2 1548872
1231 3 1991624
1231 4 2143576
1231 5 1521544
1231 6 1491736
1231 7 2029696
# 1231 mean resident memory: 1756345.500000, balance: 0.371134
1235 0 1709352
1235 1 1632932
1235 2 1551552
1235 3 2000484
1235 4 2133780
1235 5 1534580
1235 6 1493396
1235 7 2035840
# 1235 mean resident memory: 1761489.500000, balance: 0.363547
1239 0 1706488
1239 1 1639680
1239 2 1550352
1239 3 2001552
1239 4 2137672
1239 5 1514704
1239 6 1500004
1239 7 2033020
# 1239 mean resident memory: 1760434.000000, balance: 0.362222
1243 0 1690132
1243 1 1654680
1243 2 1550644
1243 3 2010020
1243 4 2144996
1243 5 1519072
1243 6 1512256
1243 7 2034588
# 1243 mean resident memory: 1764548.500000, balance: 0.358585
1247 0 1696784
1247 1 1658408
1247 2 1553500
1247 3 2012960
1247 4 2155836
1247 5 1517112
1247 6 1522956
1247 7 2038448
# 1247 mean resident memory: 1769500.500000, balance: 0.360963
1251 0 1698660
1251 1 1665068
1251 2 1552140
1251 3 2016968
1251 4 2143520
1251 5 1515256
1251 6 1529632
1251 7 2024384
# 1251 mean resident memory: 1768203.500000, balance: 0.355312
1255 0 1689556
1255 1 1673456
1255 2 1554764
1255 3 2022340
1255 4 2145336
1255 5 1517028
1255 6 1508352
1255 7 2027412
# 1255 mean resident memory: 1767280.500000, balance: 0.360432
1259 0 1691652
1259 1 1675604
1259 2 1553520
1259 3 2030608
1259 4 2151372
1259 5 1520740
1259 6 1506060
1259 7 2037484
# 1259 mean resident memory: 1770880.000000, balance: 0.364402
1263 0 1699676
1263 1 1678536
1263 2 1561988
1263 3 2057196
1263 4 2158876
1263 5 1555972
1263 6 1505960
1263 7 2058000
# 1263 mean resident memory: 1784525.500000, balance: 0.365877
1267 0 1701792
1267 1 1682600
1267 2 1564308
1267 3 2069728
1267 4 2169896
1267 5 1571052
1267 6 1504376
1267 7 2063772
# 1267 mean resident memory: 1790940.500000, balance: 0.371604
1271 0 1710248
1271 1 1694072
1271 2 1568908
1271 3 2056784
1271 4 2166824
1271 5 1604424
1271 6 1503588
1271 7 2072284
# 1271 mean resident memory: 1797141.500000, balance: 0.369051
1275 0 1704336
1275 1 1677252
1275 2 1581076
1275 3 2082208
1275 4 2165004
1275 5 1620544
1275 6 1499348
1275 7 2068388
# 1275 mean resident memory: 1799769.500000, balance: 0.369856
1279 0 1705128
1279 1 1650044
1279 2 1580620
1279 3 2086236
1279 4 2173908
1279 5 1631776
1279 6 1503664
1279 7 2074208
# 1279 mean resident memory: 1800698.000000, balance: 0.372213
1283 0 1708976
1283 1 1640784
1283 2 1586608
1283 3 2086920
1283 4 2172160
1283 5 1631656
1283 6 1502736
1283 7 2078956
# 1283 mean resident memory: 1801099.500000, balance: 0.371675
1287 0 1709924
1287 1 1636524
1287 2 1585684
1287 3 2091920
1287 4 2174052
1287 5 1638420
1287 6 1494880
1287 7 2081288
# 1287 mean resident memory: 1801586.500000, balance: 0.376986
1291 0 1709312
1291 1 1634548
1291 2 1590152
1291 3 2101616
1291 4 2174456
1291 5 1653632
1291 6 1494516
1291 7 2092396
# 1291 mean resident memory: 1806328.500000, balance: 0.376421
1295 0 1720896
1295 1 1643580
1295 2 1591196
1295 3 2131012
1295 4 2179532
1295 5 1666792
1295 6 1522568
1295 7 2115320
# 1295 mean resident memory: 1821362.000000, balance: 0.360699
1299 0 1723924
1299 1 1641860
1299 2 1598928
1299 3 2130888
1299 4 2180368
1299 5 1655788
1299 6 1523012
1299 7 2117844
# 1299 mean resident memory: 1821576.500000, balance: 0.360872
1303 0 1720800
1303 1 1638000
1303 2 1606124
1303 3 2132104
1303 4 2183764
1303 5 1649968
1303 6 1536168
1303 7 2122968
# 1303 mean resident memory: 1823737.000000, balance: 0.355093
1307 0 1725532
1307 1 1635516
1307 2 1607700
1307 3 2130368
1307 4 2189380
1307 5 1642572
1307 6 1552336
1307 7 2128296
# 1307 mean resident memory: 1826462.500000, balance: 0.348786
1311 0 1732864
1311 1 1640260
1311 2 1601696
1311 3 2135692
1311 4 2189832
1311 5 1629744
1311 6 1564352
1311 7 2135248
# 1311 mean resident memory: 1828711.000000, balance: 0.342033
1315 0 1733488
1315 1 1632796
1315 2 1591124
1315 3 2138404
1315 4 2201228
1315 5 1626600
1315 6 1581148
1315 7 2132164
# 1315 mean resident memory: 1829619.000000, balance: 0.338912
1319 0 1735016
1319 1 1629912
1319 2 1586444
1319 3 2147048
1319 4 2197368
1319 5 1622068
1319 6 1578044
1319 7 2128852
# 1319 mean resident memory: 1828094.000000, balance: 0.338781
1323 0 1736632
1323 1 1634544
1323 2 1598956
1323 3 2158144
1323 4 2198748
1323 5 1621572
1323 6 1600672
1323 7 2141832
# 1323 mean resident memory: 1836387.500000, balance: 0.326615
1327 0 1745280
1327 1 1623056
1327 2 1652944
1327 3 2153168
1327 4 2205236
1327 5 1623476
1327 6 1574608
1327 7 2140492
# 1327 mean resident memory: 1839782.500000, balance: 0.342773
1331 0 1615980
1331 1 1438012
1331 2 1418204
1331 3 2026692
1331 4 2089880
1331 5 1414228
1331 6 1391324
1331 7 1992560
# 1331 mean resident memory: 1673360.000000, balance: 0.417457
1335 0 1739212
1335 1 1624372
1335 2 1640344
1335 3 2194444
1335 4 2223932
1335 5 1627136
1335 6 1583140
1335 7 2170768
# 1335 mean resident memory: 1850418.500000, balance: 0.346296
1339 0 1736240
1339 1 1629304
1339 2 1639248
1339 3 2198380
1339 4 2220296
1339 5 1619296
1339 6 1587152
1339 7 2184920
# 1339 mean resident memory: 1851854.500000, balance: 0.341897
1343 0 1741300
1343 1 1631916
1343 2 1652652
1343 3 2194452
1343 4 2220032
1343 5 1611492
1343 6 1578012
1343 7 2180444
# 1343 mean resident memory: 1851287.500000, balance: 0.346796
1347 0 1740048
1347 1 1632728
1347 2 1649804
1347 3 2197396
1347 4 2223892
1347 5 1615552
1347 6 1573864
1347 7 2176508
# 1347 mean resident memory: 1851224.000000, balance: 0.351134
1351 0 1742956
1351 1 1629532
1351 2 1669612
1351 3 2196660
1351 4 2219852
1351 5 1609172
1351 6 1577648
1351 7 2187908
# 1351 mean resident memory: 1854167.500000, balance: 0.346357
1355 0 1744224
1355 1 1633200
1355 2 1662152
1355 3 2198376
1355 4 2224340
1355 5 1615508
1355 6 1581244
1355 7 2190332
# 1355 mean resident memory: 1856172.000000, balance: 0.346464
1359 0 1746516
1359 1 1626876
1359 2 1656720
1359 3 2205948
1359 4 2221860
1359 5 1615036
1359 6 1578684
1359 7 2197736
# 1359 mean resident memory: 1856172.000000, balance: 0.346507
1363 0 1746836
1363 1 1627084
1363 2 1658664
1363 3 2208432
1363 4 2226188
1363 5 1620132
1363 6 1581592
1363 7 2199904
# 1363 mean resident memory: 1858604.000000, balance: 0.346817
1367 0 1747480
1367 1 1632492
1367 2 1673512
1367 3 2210240
1367 4 2219824
1367 5 1618764
1367 6 1586460
1367 7 2206568
# 1367 mean resident memory: 1861917.500000, balance: 0.340168
1371 0 1755016
1371 1 1636256
1371 2 1679616
1371 3 2216264
1371 4 2223664
1371 5 1627320
1371 6 1587088
1371 7 2208464
# 1371 mean resident memory: 1866711.000000, balance: 0.341015
1375 0 1762600
1375 1 1634804
1375 2 1693304
1375 3 2215744
1375 4 2220148
1375 5 1628268
1375 6 1596560
1375 7 2217764
# 1375 mean resident memory: 1871149.000000, balance: 0.333265
1379 0 1762912
1379 1 1634064
1379 2 1692320
1379 3 2225772
1379 4 2217676
1379 5 1641168
1379 6 1596240
1379 7 2219044
# 1379 mean resident memory: 1873649.500000, balance: 0.335992
1383 0 1760900
1383 1 1638236
1383 2 1688516
1383 3 2221716
1383 4 2219384
1383 5 1643652
1383 6 1601856
1383 7 2234436
# 1383 mean resident memory: 1876087.000000, balance: 0.337181
1387 0 1762828
1387 1 1642756
1387 2 1663272
1387 3 2223452
1387 4 2227476
1387 5 1650668
1387 6 1611072
1387 7 2246272
# 1387 mean resident memory: 1878474.500000, balance: 0.338147
1391 0 1773280
1391 1 1709576
1391 2 1657524
1391 3 2229028
1391 4 2260940
1391 5 1650920
1391 6 1679336
1391 7 2267340
# 1391 mean resident memory: 1903493.000000, balance: 0.323836
1395 0 1786516
1395 1 1718396
1395 2 1665772
1395 3 2234860
1395 4 2262892
1395 5 1652752
1395 6 1691532
1395 7 2270608
# 1395 mean resident memory: 1910416.000000, balance: 0.323414
1399 0 1780888
1399 1 1727424
1399 2 1676344
1399 3 2240528
1399 4 2260828
1399 5 1654408
1399 6 1704508
1399 7 2274768
# 1399 mean resident memory: 1914962.000000, balance: 0.323954
1403 0 1783748
1403 1 1728704
1403 2 1685232
1403 3 2236448
1403 4 2270308
1403 5 1660752
1403 6 1717800
1403 7 2275676
# 1403 mean resident memory: 1919833.500000, balance: 0.320301
1407 0 1787808
1407 1 1731772
1407 2 1692868
1407 3 2238528
1407 4 2283172
1407 5 1661152
1407 6 1730164
1407 7 2274580
# 1407 mean resident memory: 1925005.500000, balance: 0.323126
1411 0 1781612
1411 1 1742536
1411 2 1698316
1411 3 2239256
1411 4 2297432
1411 5 1671232
1411 6 1737668
1411 7 2271816
# 1411 mean resident memory: 1929983.500000, balance: 0.324459
1415 0 1784416
1415 1 1749184
1415 2 1709588
1415 3 2244112
1415 4 2300848
1415 5 1671572
1415 6 1751868
1415 7 2288752
# 1415 mean resident memory: 1937542.500000, balance: 0.324780
1419 0 1792916
1419 1 1751240
1419 2 1663684
1419 3 2253348
1419 4 2309268
1419 5 1680264
1419 6 1761548
1419 7 2289096
# 1419 mean resident memory: 1937670.500000, balance: 0.333175
1423 0 1785136
1423 1 1762028
1423 2 1675072
1423 3 2257456
1423 4 2326248
1423 5 1645312
1423 6 1786620
1423 7 2290960
# 1423 mean resident memory: 1941104.000000, balance: 0.350798
1427 0 1784116
1427 1 1749104
1427 2 1659308
1427 3 2260084
1427 4 2321932
1427 5 1654284
1427 6 1778324
1427 7 2308700
# 1427 mean resident memory: 1939481.500000, balance: 0.344240
1431 0 1781568
1431 1 1759692
1431 2 1688012
1431 3 2262880
1431 4 2325508
1431 5 1651868
1431 6 1786424
1431 7 2315544
# 1431 mean resident memory: 1946437.000000, balance: 0.346089
1435 0 1788664
1435 1 1767652
1435 2 1692200
1435 3 2269364
1435 4 2338064
1435 5 1657012
1435 6 1800940
1435 7 2325792
# 1435 mean resident memory: 1954961.000000, balance: 0.348371
1439 0 1782484
1439 1 1772216
1439 2 1700840
1439 3 2280996
1439 4 2342708
1439 5 1660184
1439 6 1772140
1439 7 2339144
# 1439 mean resident memory: 1956339.000000, balance: 0.348878
1443 0 1788740
1443 1 1784364
1443 2 1703804
1443 3 2273272
1443 4 2335804
1443 5 1664780
1443 6 1764976
1443 7 2342372
# 1443 mean resident memory: 1957264.000000, balance: 0.346193
1447 0 1791400
1447 1 1796080
1447 2 1705012
1447 3 2271400
1447 4 2335440
1447 5 1663928
1447 6 1760524
1447 7 2343968
# 1447 mean resident memory: 1958469.000000, balance: 0.347230
1451 0 1798704
1451 1 1802424
1451 2 1732732
1451 3 2282912
1451 4 2334456
1451 5 1674624
1451 6 1777136
1451 7 2348316
# 1451 mean resident memory: 1968913.000000, balance: 0.342164
1455 0 1804704
1455 1 1725840
1455 2 1734000
1455 3 2295796
1455 4 2341648
1455 5 1717776
1455 6 1767648
1455 7 2352248
# 1455 mean resident memory: 1967457.500000, balance: 0.322483
1459 0 1810400
1459 1 1725124
1459 2 1735016
1459 3 2275784
1459 4 2350952
1459 5 1718516
1459 6 1790768
1459 7 2347984
# 1459 mean resident memory: 1969318.000000, balance: 0.321145
1463 0 1831512
1463 1 1735784
1463 2 1732028
1463 3 2280004
1463 4 2357420
1463 5 1724716
1463 6 1798708
1463 7 2359568
# 1463 mean resident memory: 1977467.500000, balance: 0.321043
1467 0 1830112
1467 1 1739456
1467 2 1733356
1467 3 2282804
1467 4 2351500
1467 5 1732028
1467 6 1796244
1467 7 2373248
# 1467 mean resident memory: 1979843.500000, balance: 0.323874
1471 0 1835980
1471 1 1739044
1471 2 1750744
1471 3 2280260
1471 4 2356728
1471 5 1701688
1471 6 1805808
1471 7 2376980
# 1471 mean resident memory: 1980904.000000, balance: 0.340901
1475 0 1827472
1475 1 1740684
1475 2 1764008
1475 3 2281188
1475 4 2360772
1475 5 1693708
1475 6 1808744
1475 7 2376788
# 1475 mean resident memory: 1981670.500000, balance: 0.344699
1479 0 1830936
1479 1 1744480
1479 2 1774748
1479 3 2312196
1479 4 2365808
1479 5 1696904
1479 6 1809396
1479 7 2384968
# 1479 mean resident memory: 1989929.500000, balance: 0.345773
1483 0 1845732
1483 1 1753736
1483 2 1786508
1483 3 2330208
1483 4 2369640
1483 5 1705184
1483 6 1830016
1483 7 2390148
# 1483 mean resident memory: 2001396.500000, balance: 0.342243
1487 0 1851104
1487 1 1768236
1487 2 1796920
1487 3 2309788
1487 4 2382976
1487 5 1703124
1487 6 1855576
1487 7 2397668
# 1487 mean resident memory: 2008174.000000, balance: 0.345858
1491 0 1856568
1491 1 1763972
1491 2 1763168
1491 3 2314312
1491 4 2388180
1491 5 1703124
1491 6 1881556
1491 7 2417752
# 1491 mean resident memory: 2011079.000000, balance: 0.355346
1495 0 1865296
1495 1 1770452
1495 2 1761808
1495 3 2322044
1495 4 2399752
1495 5 1699592
1495 6 1813904
1495 7 2423380
# 1495 mean resident memory: 2007028.500000, balance: 0.360627
1499 0 1861232
1499 1 1787204
1499 2 1771220
1499 3 2335288
1499 4 2406356
1499 5 1703928
1499 6 1801412
1499 7 2420436
# 1499 mean resident memory: 2010884.500000, balance: 0.356315
1503 0 1865604
1503 1 1790772
1503 2 1772216
1503 3 2341616
1503 4 2400884
1503 5 1699396
1503 6 1793728
1503 7 2431696
# 1503 mean resident memory: 2011989.000000, balance: 0.363968
1507 0 1882432
1507 1 1796000
1507 2 1770836
1507 3 2346992
1507 4 2405008
1507 5 1703512
1507 6 1787776
1507 7 2445828
# 1507 mean resident memory: 2017298.000000, balance: 0.367975
1511 0 1896072
1511 1 1804500
1511 2 1774064
1511 3 2363764
1511 4 2422912
1511 5 1746288
1511 6 1790268
1511 7 2450108
# 1511 mean resident memory: 2030997.000000, balance: 0.346539
