# step rank resident
# 319 mean resident memory: 1046964.500000, balance: 0.520965
321 0 1358584
321 1 1004664
321 2 1095244
321 3 1187416
321 4 1466572
321 5 921624
321 6 1098876
321 7 1193080
# 321 mean resident memory: 1165757.500000, balance: 0.467463
323 0 1361284
323 1 1009560
323 2 1077360
323 3 1187888
323 4 1462928
323 5 923900
323 6 1097916
323 7 1189784
# 323 mean resident memory: 1163827.500000, balance: 0.463151
325 0 1360728
325 1 1016272
325 2 1074564
325 3 1195156
325 4 1463480
325 5 925672
325 6 1094684
325 7 1193912
# 325 mean resident memory: 1165558.500000, balance: 0.461417
327 0 1359852
327 1 1015852
327 2 1072204
327 3 1200148
327 4 1474260
327 5 928084
327 6 1098488
327 7 1199148
# 327 mean resident memory: 1168504.500000, balance: 0.467415
329 0 1361132
329 1 1022284
329 2 1071924
329 3 1198840
329 4 1475044
329 5 932152
329 6 1119248
329 7 1198624
# 329 mean resident memory: 1172406.000000, balance: 0.463058
331 0 1326988
331 1 1016928
331 2 1073904
331 3 1203048
331 4 1470680
331 5 927232
331 6 1110156
331 7 1184016
# 331 mean resident memory: 1164119.000000, balance: 0.466832
333 0 1327472
333 1 1023384
333 2 1073460
333 3 1204592
333 4 1470240
333 5 933104
333 6 1120076
333 7 1208072
# 333 mean resident memory: 1170050.000000, balance: 0.459071
335 0 1326216
335 1 1021136
335 2 1076508
335 3 1208060
335 4 1470320
335 5 928412
335 6 1098848
335 7 1212856
# 335 mean resident memory: 1167794.500000, balance: 0.464044
337 0 1326216
337 1 1024380
337 2 1072864
337 3 1204700
337 4 1472404
337 5 925436
337 6 1097108
337 7 1219256
# 337 mean resident memory: 1167795.500000, balance: 0.468377
339 0 1326216
339 1 1021904
339 2 1074260
339 3 1207772
339 4 1471416
339 5 927188
339 6 1095200
339 7 1223524
# 339 mean resident memory: 1168435.000000, balance: 0.465775
341 0 1322136
341 1 1026360
341 2 1077028
341 3 1208804
341 4 1468512
341 5 930196
341 6 1091784
341 7 1227208
# 341 mean resident memory: 1169003.500000, balance: 0.460491
343 0 1317004
343 1 1021464
343 2 1074332
343 3 1209236
343 4 1466492
343 5 932572
343 6 1090024
343 7 1227732
# 343 mean resident memory: 1167357.000000, balance: 0.457375
345 0 1317004
345 1 1022536
345 2 1072652
345 3 1223824
345 4 1466256
345 5 929024
345 6 1091784
345 7 1219768
# 345 mean resident memory: 1167856.000000, balance: 0.460016
347 0 1317052
347 1 1030384
347 2 1075872
347 3 1226104
347 4 1469992
347 5 930408
347 6 1089760
347 7 1241860
# 347 mean resident memory: 1172679.000000, balance: 0.460129
349 0 1317056
349 1 1028668
349 2 1071460
349 3 1225904
349 4 1465824
349 5 931328
349 6 1093112
349 7 1241848
# 349 mean resident memory: 1171900.000000, balance: 0.456094
351 0 1319104
351 1 1034724
351 2 1071348
351 3 1232432
351 4 1465300
351 5 938116
351 6 1094624
351 7 1254288
# 351 mean resident memory: 1176242.000000, balance: 0.448193
353 0 1319104
353 1 1031884
353 2 1073028
353 3 1234784
353 4 1468316
353 5 935860
353 6 1094488
353 7 1257476
# 353 mean resident memory: 1176867.500000, balance: 0.452435
355 0 1317052
355 1 1034968
355 2 1076824
355 3 1247156
355 4 1471588
355 5 943316
355 6 1094328
355 7 1274408
# 355 mean resident memory: 1182455.000000, balance: 0.446759
357 0 1317292
357 1 1029212
357 2 1075088
357 3 1251644
357 4 1473328
357 5 936904
357 6 1094764
357 7 1276196
# 357 mean resident memory: 1181803.500000, balance: 0.453903
359 0 1317432
359 1 1035220
359 2 1077496
359 3 1252364
359 4 1472388
359 5 934260
359 6 1092956
359 7 1282144
# 359 mean resident memory: 1183032.500000, balance: 0.454872
361 0 1317432
361 1 1029508
361 2 1074772
361 3 1256876
361 4 1474620
361 5 935652
361 6 1089344
361 7 1294432
# 361 mean resident memory: 1184079.500000, balance: 0.455179
363 0 1319484
363 1 1037600
363 2 1073008
363 3 1259096
363 4 1476076
363 5 940828
363 6 1090836
363 7 1300956
# 363 mean resident memory: 1187235.500000, balance: 0.450836
365 0 1219180
365 1 912856
365 2 966852
365 3 1166036
365 4 1363224
365 5 816092
365 6 983844
365 7 1178816
# 365 mean resident memory: 1075862.500000, balance: 0.508552
367 0 1319420
367 1 1037128
367 2 1075648
367 3 1271104
367 4 1476364
367 5 941140
367 6 1092284
367 7 1302608
# 367 mean resident memory: 1189462.000000, balance: 0.449971
369 0 1316408
369 1 1039104
369 2 1073260
369 3 1271184
369 4 1478232
369 5 934564
369 6 1094140
369 7 1310136
# 369 mean resident memory: 1189628.500000, balance: 0.457007
371 0 1316408
371 1 1046108
371 2 1071484
371 3 1269652
371 4 1487768
371 5 942636
371 6 1092668
371 7 1309252
# 371 mean resident memory: 1191997.000000, balance: 0.457327
373 0 1316408
373 1 1043092
373 2 1071912
373 3 1265620
373 4 1490852
373 5 941472
373 6 1090604
373 7 1310600
# 373 mean resident memory: 1191320.000000, balance: 0.461152
375 0 1318456
375 1 1046068
375 2 1073792
375 3 1274804
375 4 1491788
375 5 946440
375 6 1092740
375 7 1293548
# 375 mean resident memory: 1192204.500000, balance: 0.457428
377 0 1318724
377 1 1026496
377 2 1073448
377 3 1272776
377 4 1493336
377 5 947164
377 6 1098068
377 7 1314964
# 377 mean resident memory: 1193122.000000, balance: 0.457767
379 0 1318904
379 1 1025544
379 2 1081496
379 3 1272548
379 4 1494940
379 5 928960
379 6 1098644
379 7 1311976
# 379 mean resident memory: 1191626.500000, balance: 0.474964
381 0 1317604
381 1 1020464
381 2 1081648
381 3 1273920
381 4 1496600
381 5 930056
381 6 1097128
381 7 1311000
# 381 mean resident memory: 1191052.500000, balance: 0.475667
383 0 1316608
383 1 1025928
383 2 1087804
383 3 1282052
383 4 1497112
383 5 925840
383 6 1104844
383 7 1313964
# 383 mean resident memory: 1194269.000000, balance: 0.478344
385 0 1318844
385 1 1024436
385 2 1085152
385 3 1274628
385 4 1499100
385 5 926896
385 6 1106676
385 7 1317008
# 385 mean resident memory: 1194092.500000, balance: 0.479196
387 0 1318944
387 1 1025208
387 2 1083788
387 3 1274952
387 4 1502864
387 5 927124
387 6 1101104
387 7 1317976
# 387 mean resident memory: 1193995.000000, balance: 0.482196
389 0 1319216
389 1 1023876
389 2 1085732
389 3 1279032
389 4 1507432
389 5 929260
389 6 1101604
389 7 1317148
# 389 mean resident memory: 1195412.500000, balance: 0.483659
391 0 1319568
391 1 1020196
391 2 1084468
391 3 1276788
391 4 1510492
391 5 928156
391 6 1103284
391 7 1319088
# 391 mean resident memory: 1195255.000000, balance: 0.487206
393 0 1319856
393 1 1018524
393 2 1085040
393 3 1276484
393 4 1510796
393 5 930280
393 6 1104616
393 7 1323468
# 393 mean resident memory: 1196133.000000, balance: 0.485327
395 0 1317808
395 1 1022196
395 2 1088156
395 3 1278208
395 4 1510512
395 5 930188
395 6 1104576
395 7 1324284
# 395 mean resident memory: 1196991.000000, balance: 0.484819
397 0 1318152
397 1 1023076
397 2 1088032
397 3 1277896
397 4 1515628
397 5 931764
397 6 1108144
397 7 1327508
# 397 mean resident memory: 1198775.000000, balance: 0.487051
399 0 1314300
399 1 1021656
399 2 1089764
399 3 1281068
399 4 1517628
399 5 935500
399 6 1110184
399 7 1332872
# 399 mean resident memory: 1200371.500000, balance: 0.484957
401 0 1315068
401 1 1023592
401 2 1089248
401 3 1283560
401 4 1515360
401 5 936696
401 6 1109832
401 7 1333632
# 401 mean resident memory: 1200873.500000, balance: 0.481869
403 0 1317136
403 1 1023612
403 2 1089676
403 3 1284584
403 4 1515980
403 5 934352
403 6 1109652
403 7 1330036
# 403 mean resident memory: 1200628.500000, balance: 0.484436
405 0 1315876
405 1 1022700
405 2 1087512
405 3 1287928
405 4 1515840
405 5 936184
405 6 1109868
405 7 1337012
# 405 mean resident memory: 1201615.000000, balance: 0.482397
407 0 1318272
407 1 1023812
407 2 1085396
407 3 1294192
407 4 1520236
407 5 936188
407 6 1107848
407 7 1341656
# 407 mean resident memory: 1203450.000000, balance: 0.485311
409 0 1318420
409 1 1024076
409 2 1085000
409 3 1293724
409 4 1523320
409 5 938160
409 6 1109676
409 7 1346180
# 409 mean resident memory: 1204819.500000, balance: 0.485683
411 0 1313872
411 1 1026068
411 2 1084780
411 3 1294148
411 4 1524932
411 5 938264
411 6 1110352
411 7 1347696
# 411 mean resident memory: 1205014.000000, balance: 0.486856
413 0 1313940
413 1 1026668
413 2 1082300
413 3 1294284
413 4 1527680
413 5 934968
413 6 1108552
413 7 1351892
# 413 mean resident memory: 1205035.500000, balance: 0.491863
415 0 1305812
415 1 1027164
415 2 1087748
415 3 1313604
415 4 1532376
415 5 936200
415 6 1106576
415 7 1367556
# 415 mean resident memory: 1209629.500000, balance: 0.492858
417 0 1306432
417 1 1029120
417 2 1084136
417 3 1309136
417 4 1533620
417 5 938200
417 6 1108192
417 7 1367560
# 417 mean resident memory: 1209549.500000, balance: 0.492266
419 0 1305024
419 1 1024524
419 2 1086072
419 3 1311136
419 4 1536232
419 5 933544
419 6 1103024
419 7 1369828
# 419 mean resident memory: 1208673.000000, balance: 0.498636
421 0 1304200
421 1 1019368
421 2 1082684
421 3 1311300
421 4 1540964
421 5 933492
421 6 1102776
421 7 1367204
# 421 mean resident memory: 1207748.500000, balance: 0.502979
423 0 1300156
423 1 1022268
423 2 1086396
423 3 1316104
423 4 1541636
423 5 935672
423 6 1101048
423 7 1371172
# 423 mean resident memory: 1209306.500000, balance: 0.501084
425 0 1297404
425 1 1018500
425 2 1086088
425 3 1316992
425 4 1545376
425 5 937528
425 6 1101232
425 7 1369428
# 425 mean resident memory: 1209068.500000, balance: 0.502741
427 0 1297412
427 1 1019304
427 2 1077056
427 3 1316328
427 4 1548940
427 5 938232
427 6 1096404
427 7 1367004
# 427 mean resident memory: 1207585.000000, balance: 0.505727
429 0 1297944
429 1 1021040
429 2 1077052
429 3 1319652
429 4 1548836
429 5 938592
429 6 1099732
429 7 1363192
# 429 mean resident memory: 1208255.000000, balance: 0.505062
431 0 1294396
431 1 1020556
431 2 1076464
431 3 1325616
431 4 1549532
431 5 932100
431 6 1096852
431 7 1362340
# 431 mean resident memory: 1207232.000000, balance: 0.511444
433 0 1296596
433 1 1016904
433 2 1073308
433 3 1316060
433 4 1551692
433 5 934244
433 6 1099160
433 7 1356012
# 433 mean resident memory: 1205497.000000, balance: 0.512194
435 0 1296796
435 1 1013472
435 2 1057188
435 3 1313712
435 4 1553880
435 5 932932
435 6 1077076
435 7 1358956
# 435 mean resident memory: 1200501.500000, balance: 0.517241
437 0 1296796
437 1 1011916
437 2 1061056
437 3 1314556
437 4 1557120
437 5 932936
437 6 1099624
437 7 1360228
# 437 mean resident memory: 1204279.000000, balance: 0.518305
439 0 1296796
439 1 1009760
439 2 1060692
439 3 1314748
439 4 1557768
439 5 930072
439 6 1101620
439 7 1358700
# 439 mean resident memory: 1203769.500000, balance: 0.521442
441 0 1296804
441 1 1012764
441 2 1060724
441 3 1314668
441 4 1560448
441 5 928496
441 6 1102552
441 7 1362196
# 441 mean resident memory: 1204831.500000, balance: 0.524515
443 0 1296808
443 1 1013536
443 2 1086908
443 3 1314760
443 4 1562228
443 5 929424
443 6 1103580
443 7 1366380
# 443 mean resident memory: 1209203.000000, balance: 0.523323
445 0 1292716
445 1 1010412
445 2 1085632
445 3 1320536
445 4 1564948
445 5 928236
445 6 1101804
445 7 1365776
# 445 mean resident memory: 1208757.500000, balance: 0.526749
447 0 1292716
447 1 1010632
447 2 1083340
447 3 1322860
447 4 1563704
447 5 924868
447 6 1101604
447 7 1369280
# 447 mean resident memory: 1208625.500000, balance: 0.528564
449 0 1292716
449 1 1005336
449 2 1085888
449 3 1328736
449 4 1568612
449 5 923860
449 6 1102444
449 7 1377728
# 449 mean resident memory: 1210665.000000, balance: 0.532560
451 0 1292716
451 1 1002760
451 2 1083568
451 3 1336120
451 4 1569188
451 5 919272
451 6 1102508
451 7 1385292
# 451 mean resident memory: 1211428.000000, balance: 0.536488
453 0 1289620
453 1 1004736
453 2 1085380
453 3 1339692
453 4 1568092
453 5 918972
453 6 1099120
453 7 1391084
# 453 mean resident memory: 1212087.000000, balance: 0.535539
455 0 1291668
455 1 1003788
455 2 1086680
455 3 1343568
455 4 1568788
455 5 919972
455 6 1099076
455 7 1392696
# 455 mean resident memory: 1213279.500000, balance: 0.534762
457 0 1290160
457 1 1003040
457 2 1079348
457 3 1351260
457 4 1572020
457 5 922948
457 6 1094288
457 7 1400564
# 457 mean resident memory: 1214203.500000, balance: 0.534566
459 0 1292488
459 1 1006332
459 2 1077288
459 3 1359716
459 4 1570116
459 5 927064
459 6 1092616
459 7 1406200
# 459 mean resident memory: 1216477.500000, balance: 0.528618
461 0 1291720
461 1 1006792
461 2 1078152
461 3 1361212
461 4 1570712
461 5 926696
461 6 1092588
461 7 1406712
# 461 mean resident memory: 1216823.000000, balance: 0.529260
463 0 1290904
463 1 1006612
463 2 1079044
463 3 1369508
463 4 1565388
463 5 924108
463 6 1096176
463 7 1410856
# 463 mean resident memory: 1217824.500000, balance: 0.526578
465 0 1290960
465 1 998720
465 2 1077752
465 3 1370600
465 4 1567416
465 5 921528
465 6 1097884
465 7 1419112
# 465 mean resident memory: 1217996.500000, balance: 0.530287
467 0 1291520
467 1 996272
467 2 1075172
467 3 1369724
467 4 1570464
467 5 923352
467 6 1097608
467 7 1420072
# 467 mean resident memory: 1218023.000000, balance: 0.531281
469 0 1292792
469 1 997212
469 2 1075108
469 3 1377336
469 4 1572804
469 5 921664
469 6 1101928
469 7 1420372
# 469 mean resident memory: 1219902.000000, balance: 0.533764
471 0 1293072
471 1 991976
471 2 1075164
471 3 1374640
471 4 1576452
471 5 921108
471 6 1104896
471 7 1419988
# 471 mean resident memory: 1219662.000000, balance: 0.537316
473 0 1293076
473 1 992360
473 2 1074736
473 3 1384656
473 4 1577880
473 5 920548
473 6 1100520
473 7 1427008
# 473 mean resident memory: 1221348.000000, balance: 0.538202
475 0 1292432
475 1 989848
475 2 1071604
475 3 1390036
475 4 1579196
475 5 917360
475 6 1101808
475 7 1427780
# 475 mean resident memory: 1221258.000000, balance: 0.541930
477 0 1288576
477 1 989672
477 2 1073408
477 3 1397696
477 4 1580452
477 5 919440
477 6 1103932
477 7 1432256
# 477 mean resident memory: 1223179.000000, balance: 0.540405
479 0 1288784
479 1 991132
479 2 1076728
479 3 1405380
479 4 1579264
479 5 924896
479 6 1098756
479 7 1439280
# 479 mean resident memory: 1225527.500000, balance: 0.533948
481 0 1290832
481 1 993932
481 2 1076744
481 3 1404184
481 4 1584768
481 5 924368
481 6 1100944
481 7 1436228
# 481 mean resident memory: 1226500.000000, balance: 0.538443
483 0 1290832
483 1 995704
483 2 1075492
483 3 1405708
483 4 1584504
483 5 924372
483 6 1097828
483 7 1437480
# 483 mean resident memory: 1226490.000000, balance: 0.538229
485 0 1290832
485 1 994172
485 2 1075416
485 3 1409008
485 4 1587988
485 5 925852
485 6 1100348
485 7 1442484
# 485 mean resident memory: 1228262.500000, balance: 0.539083
487 0 1290832
487 1 995724
487 2 1074084
487 3 1414784
487 4 1595120
487 5 930012
487 6 1102432
487 7 1442928
# 487 mean resident memory: 1230739.500000, balance: 0.540413
489 0 1291136
489 1 992024
489 2 1073656
489 3 1417560
489 4 1599100
489 5 931904
489 6 1102516
489 7 1445048
# 489 mean resident memory: 1231618.000000, balance: 0.541723
491 0 1291500
491 1 988652
491 2 1079184
491 3 1420092
491 4 1600620
491 5 930756
491 6 1106124
491 7 1447320
# 491 mean resident memory: 1233031.000000, balance: 0.543266
493 0 1293792
493 1 990840
493 2 1078984
493 3 1428704
493 4 1602248
493 5 931104
493 6 1109132
493 7 1456672
# 493 mean resident memory: 1236434.500000, balance: 0.542806
495 0 1292636
495 1 994076
495 2 1078300
495 3 1427116
495 4 1606428
495 5 930204
495 6 1114280
495 7 1455628
# 495 mean resident memory: 1237333.500000, balance: 0.546517
497 0 1292728
497 1 990928
497 2 1079808
497 3 1427708
497 4 1605388
497 5 931520
497 6 1117068
497 7 1460852
# 497 mean resident memory: 1238250.000000, balance: 0.544210
499 0 1292768
499 1 989476
499 2 1080448
499 3 1432472
499 4 1607296
499 5 929464
499 6 1119960
499 7 1465748
# 499 mean resident memory: 1239704.000000, balance: 0.546769
501 0 1188304
501 1 882636
501 2 953684
501 3 1332804
501 4 1495084
501 5 830740
501 6 993208
501 7 1342320
# 501 mean resident memory: 1127347.500000, balance: 0.589298
503 0 1304936
503 1 985792
503 2 1084836
503 3 1441352
503 4 1627216
503 5 937740
503 6 1118140
503 7 1473596
# 503 mean resident memory: 1246701.000000, balance: 0.553040
505 0 1303896
505 1 985708
505 2 1087852
505 3 1445224
505 4 1626188
505 5 967544
505 6 1118548
505 7 1474124
# 505 mean resident memory: 1251135.500000, balance: 0.526437
507 0 1302932
507 1 1016300
507 2 1089064
507 3 1454156
507 4 1626212
507 5 974964
507 6 1115628
507 7 1455780
# 507 mean resident memory: 1254379.500000, balance: 0.519179
509 0 1302952
509 1 1030000
509 2 1088436
509 3 1459168
509 4 1627116
509 5 975184
509 6 1115232
509 7 1474652
# 509 mean resident memory: 1259092.500000, balance: 0.517779
511 0 1302964
511 1 1033360
511 2 1088108
511 3 1460992
511 4 1627580
511 5 975948
511 6 1115008
511 7 1476900
# 511 mean resident memory: 1260107.500000, balance: 0.517124
513 0 1298900
513 1 1037768
513 2 1078116
513 3 1463548
513 4 1626148
513 5 973068
513 6 1108872
513 7 1476368
# 513 mean resident memory: 1257848.500000, balance: 0.519204
515 0 1300948
515 1 1040808
515 2 1080796
515 3 1465512
515 4 1620508
515 5 975364
515 6 1102068
515 7 1476948
# 515 mean resident memory: 1257869.000000, balance: 0.512886
517 0 1299896
517 1 1040988
517 2 1079240
517 3 1473028
517 4 1620284
517 5 974112
517 6 1096892
517 7 1477028
# 517 mean resident memory: 1257683.500000, balance: 0.513780
519 0 1298852
519 1 1042372
519 2 1077848
519 3 1476908
519 4 1621028
519 5 976580
519 6 1096672
519 7 1477428
# 519 mean resident memory: 1258461.000000, balance: 0.512092
521 0 1298852
521 1 1051444
521 2 1076640
521 3 1481424
521 4 1621580
521 5 977292
521 6 1096488
521 7 1483024
# 521 mean resident memory: 1260843.000000, balance: 0.510998
523 0 1297560
523 1 1050148
523 2 1076116
523 3 1486156
523 4 1621952
523 5 983172
523 6 1097656
523 7 1484852
# 523 mean resident memory: 1262201.500000, balance: 0.506084
525 0 1296252
525 1 1054088
525 2 1067616
525 3 1491648
525 4 1621156
525 5 985492
525 6 1089936
525 7 1486476
# 525 mean resident memory: 1261583.000000, balance: 0.503862
527 0 1296252
527 1 1058116
527 2 1066800
527 3 1482304
527 4 1622844
527 5 984500
527 6 1091236
527 7 1480228
# 527 mean resident memory: 1260285.000000, balance: 0.506508
529 0 1296252
529 1 1056632
529 2 1066680
529 3 1492612
529 4 1622828
529 5 991400
529 6 1089548
529 7 1485680
# 529 mean resident memory: 1262704.000000, balance: 0.500060
531 0 1293520
531 1 1054700
531 2 1068196
531 3 1496388
531 4 1621228
531 5 993220
531 6 1092212
531 7 1487692
# 531 mean resident memory: 1263394.500000, balance: 0.497080
533 0 1295568
533 1 1052808
533 2 1068720
533 3 1502708
533 4 1620928
533 5 996632
533 6 1088668
533 7 1491608
# 533 mean resident memory: 1264705.000000, balance: 0.493630
535 0 1295572
535 1 1052616
535 2 1070456
535 3 1502712
535 4 1621044
535 5 997580
535 6 1085576
535 7 1491460
# 535 mean resident memory: 1264627.000000, balance: 0.493002
537 0 1295572
537 1 1049340
537 2 1072556
537 3 1506680
537 4 1621112
537 5 1006376
537 6 1086576
537 7 1494696
# 537 mean resident memory: 1266613.500000, balance: 0.485338
539 0 1295572
539 1 1049320
539 2 1070052
539 3 1517388
539 4 1625376
539 5 1007848
539 6 1089212
539 7 1495800
# 539 mean resident memory: 1268821.000000, balance: 0.486694
541 0 1295572
541 1 1053524
541 2 1070460
541 3 1518556
541 4 1627232
541 5 1011560
541 6 1088964
541 7 1493108
# 541 mean resident memory: 1269872.000000, balance: 0.484830
543 0 1293524
543 1 1054568
543 2 1072068
543 3 1521060
543 4 1628884
543 5 1014588
543 6 1088576
543 7 1490460
# 543 mean resident memory: 1270466.000000, balance: 0.483520
545 0 1293712
545 1 1053176
545 2 1069636
545 3 1524304
545 4 1629752
545 5 1015836
545 6 1088344
545 7 1492640
# 545 mean resident memory: 1270925.000000, balance: 0.483047
547 0 1188244
547 1 918132
547 2 961124
547 3 1423976
547 4 1510232
547 5 878848
547 6 973180
547 7 1363580
# 547 mean resident memory: 1152164.500000, balance: 0.547998
549 0 1290176
549 1 1064848
549 2 1071384
549 3 1525312
549 4 1625800
549 5 1026136
549 6 1091432
549 7 1497684
# 549 mean resident memory: 1274096.500000, balance: 0.470658
551 0 1290216
551 1 1066928
551 2 1071012
551 3 1527912
551 4 1624452
551 5 1026180
551 6 1090624
551 7 1498152
# 551 mean resident memory: 1274434.500000, balance: 0.469441
553 0 1290236
553 1 1068372
553 2 1070716
553 3 1533808
553 4 1624480
553 5 1029652
553 6 1088148
553 7 1500812
# 553 mean resident memory: 1275778.000000, balance: 0.466247
555 0 1290276
555 1 1069724
555 2 1070296
555 3 1536356
555 4 1627536
555 5 1031224
555 6 1093724
555 7 1498220
# 555 mean resident memory: 1277169.500000, balance: 0.466901
557 0 1292536
557 1 1079700
557 2 1071944
557 3 1539312
557 4 1628516
557 5 1036652
557 6 1090416
557 7 1498208
# 557 mean resident memory: 1279660.500000, balance: 0.462516
559 0 1292536
559 1 1081476
559 2 1073948
559 3 1539260
559 4 1628812
559 5 1038164
559 6 1091356
559 7 1498648
# 559 mean resident memory: 1280525.000000, balance: 0.461255
561 0 1292536
561 1 1088380
561 2 1078088
561 3 1543916
561 4 1634328
561 5 1046104
561 6 1095228
561 7 1501024
# 561 mean resident memory: 1284950.500000, balance: 0.457780
563 0 1292536
563 1 1091344
563 2 1083904
563 3 1545108
563 4 1635228
563 5 1045956
563 6 1093784
563 7 1501048
# 563 mean resident memory: 1286113.500000, balance: 0.458180
565 0 1292544
565 1 1090580
565 2 1086732
565 3 1546972
565 4 1639756
565 5 1048244
565 6 1095716
565 7 1496704
# 565 mean resident memory: 1287156.000000, balance: 0.459550
567 0 1292552
567 1 1096500
567 2 1084860
567 3 1553072
567 4 1638364
567 5 1045912
567 6 1101700
567 7 1499576
# 567 mean resident memory: 1289067.000000, balance: 0.459598
569 0 1292556
569 1 1097428
569 2 1086196
569 3 1556956
569 4 1637404
569 5 1044760
569 6 1103476
569 7 1504080
# 569 mean resident memory: 1290357.000000, balance: 0.459287
571 0 1292560
571 1 1101088
571 2 1090564
571 3 1561048
571 4 1639164
571 5 1044700
571 6 1113284
571 7 1506344
# 571 mean resident memory: 1293594.000000, balance: 0.459544
573 0 1292564
573 1 1103940
573 2 1090444
573 3 1565264
573 4 1640868
573 5 1049800
573 6 1111436
573 7 1505656
# 573 mean resident memory: 1294996.500000, balance: 0.456424
575 0 1292752
575 1 1102056
575 2 1098432
575 3 1567660
575 4 1642492
575 5 1057068
575 6 1117172
575 7 1505880
# 575 mean resident memory: 1297939.000000, balance: 0.451041
577 0 1288844
577 1 1107484
577 2 1101812
577 3 1562508
577 4 1638568
577 5 1057316
577 6 1120552
577 7 1499580
# 577 mean resident memory: 1297083.000000, balance: 0.448122
579 0 1288812
579 1 1115088
579 2 1108336
579 3 1566960
579 4 1639400
579 5 1061212
579 6 1123720
579 7 1504092
# 579 mean resident memory: 1300952.500000, balance: 0.444434
581 0 1288540
581 1 1098704
581 2 1113892
581 3 1566080
581 4 1644764
581 5 1044872
581 6 1130484
581 7 1509476
# 581 mean resident memory: 1299601.500000, balance: 0.461597
583 0 1290492
583 1 1099604
583 2 1111796
583 3 1567508
583 4 1642572
583 5 1045168
583 6 1128824
583 7 1508328
# 583 mean resident memory: 1299286.500000, balance: 0.459794
585 0 1292716
585 1 1097240
585 2 1117720
585 3 1566768
585 4 1646784
585 5 1047216
585 6 1130088
585 7 1509756
# 585 mean resident memory: 1301036.000000, balance: 0.460839
587 0 1292724
587 1 1097940
587 2 1126444
587 3 1568688
587 4 1645956
587 5 1047316
587 6 1142324
587 7 1510960
# 587 mean resident memory: 1304044.000000, balance: 0.459064
589 0 1292724
589 1 1098328
589 2 1130488
589 3 1570992
589 4 1646872
589 5 1047472
589 6 1145312
589 7 1514292
# 589 mean resident memory: 1305810.000000, balance: 0.459025
591 0 1292724
591 1 1101548
591 2 1131640
591 3 1571896
591 4 1647316
591 5 1051372
591 6 1147076
591 7 1515644
# 591 mean resident memory: 1307402.000000, balance: 0.455823
593 0 1290572
593 1 1106556
593 2 1136840
593 3 1577264
593 4 1647916
593 5 1055472
593 6 1150692
593 7 1514224
# 593 mean resident memory: 1309942.000000, balance: 0.452267
595 0 1292948
595 1 1105252
595 2 1143392
595 3 1576704
595 4 1649260
595 5 1057740
595 6 1151428
595 7 1516332
# 595 mean resident memory: 1311632.000000, balance: 0.450980
597 0 1295000
597 1 1105252
597 2 1146984
597 3 1583244
597 4 1651344
597 5 1061496
597 6 1157424
597 7 1513132
# 597 mean resident memory: 1314234.500000, balance: 0.448815
599 0 1295000
599 1 1105252
599 2 1150420
599 3 1583320
599 4 1652312
599 5 1060648
599 6 1156256
599 7 1513800
# 599 mean resident memory: 1314626.000000, balance: 0.450063
601 0 1295004
601 1 1105932
601 2 1153584
601 3 1587308
601 4 1654836
601 5 1059512
601 6 1162676
601 7 1516380
# 601 mean resident memory: 1316904.000000, balance: 0.452063
603 0 1295004
603 1 1103940
603 2 1154044
603 3 1591268
603 4 1656408
603 5 1058192
603 6 1162820
603 7 1514076
# 603 mean resident memory: 1316969.000000, balance: 0.454237
605 0 1295008
605 1 1102432
605 2 1152256
605 3 1590952
605 4 1659372
605 5 1058192
605 6 1165696
605 7 1514592
# 605 mean resident memory: 1317312.500000, balance: 0.456369
607 0 1295024
607 1 1104068
607 2 1152204
607 3 1590640
607 4 1658364
607 5 1057640
607 6 1168792
607 7 1516644
# 607 mean resident memory: 1317922.000000, balance: 0.455811
609 0 1295024
609 1 1104688
609 2 1152684
609 3 1587172
609 4 1658848
609 5 1056540
609 6 1168780
609 7 1519656
# 609 mean resident memory: 1317924.000000, balance: 0.457013
611 0 1295044
611 1 1106044
611 2 1151912
611 3 1588272
611 4 1662440
611 5 1056540
611 6 1168388
611 7 1517928
# 611 mean resident memory: 1318321.000000, balance: 0.459600
613 0 1295160
613 1 1105168
613 2 1151708
613 3 1588408
613 4 1670864
613 5 1057256
613 6 1170808
613 7 1517156
# 613 mean resident memory: 1319566.000000, balance: 0.465007
615 0 1295160
615 1 1104936
615 2 1153992
615 3 1591740
615 4 1672052
615 5 1056120
615 6 1174112
615 7 1520468
# 615 mean resident memory: 1321072.500000, balance: 0.466236
617 0 1295160
617 1 1107516
617 2 1158288
617 3 1590936
617 4 1670768
617 5 1053472
617 6 1173392
617 7 1519124
# 617 mean resident memory: 1321082.000000, balance: 0.467265
619 0 1295168
619 1 1105016
619 2 1159384
619 3 1596188
619 4 1671488
619 5 1055984
619 6 1178052
619 7 1520680
# 619 mean resident memory: 1322745.000000, balance: 0.465323
621 0 1295168
621 1 1101428
621 2 1159096
621 3 1595376
621 4 1673488
621 5 1055676
621 6 1179820
621 7 1503776
# 621 mean resident memory: 1320478.500000, balance: 0.467870
623 0 1295176
623 1 1101432
623 2 1163692
623 3 1595216
623 4 1674520
623 5 1054484
623 6 1179516
623 7 1504444
# 623 mean resident memory: 1321060.000000, balance: 0.469347
625 0 1295172
625 1 1100444
625 2 1163992
625 3 1595004
625 4 1675744
625 5 1052436
625 6 1180168
625 7 1523220
# 625 mean resident memory: 1323272.500000, balance: 0.471035
627 0 1295172
627 1 1099452
627 2 1164468
