# step rank user sys sum deadfrac
275 3 508.000000 66.000000 574.000000 0.568090
275 4 489.000000 78.000000 567.000000 0.562599
275 5 215.000000 76.000000 291.000000 0.761252
275 6 228.000000 80.000000 308.000000 0.748067
275 7 458.000000 68.000000 526.000000 0.551243
# 275 mean times: 348.875000 74.250000 423.125000
# 275 balance: 0.874239, expected: 0.100000 (sys: 0.188552, total: 0.704284)
277 0 479.000000 78.000000 557.000000 0.616773
277 1 197.000000 83.000000 280.000000 0.779833
277 2 249.000000 87.000000 336.000000 0.750266
277 3 550.000000 72.000000 622.000000 0.571263
277 4 523.000000 81.000000 604.000000 0.575700
277 5 210.000000 80.000000 290.000000 0.776705
277 6 250.000000 82.000000 332.000000 0.751581
277 7 535.000000 74.000000 609.000000 0.577180
# 277 mean times: 374.125000 79.625000 453.750000
# 277 balance: 0.943535, expected: 0.100000 (sys: 0.188383, total: 0.753719)
279 0 452.000000 77.000000 529.000000 0.594445
279 1 193.000000 78.000000 271.000000 0.767557
279 2 231.000000 76.000000 307.000000 0.746363
279 3 450.000000 67.000000 517.000000 0.554093
279 4 470.000000 88.000000 558.000000 0.566009
279 5 205.000000 76.000000 281.000000 0.764907
279 6 245.000000 76.000000 321.000000 0.739457
279 7 526.000000 64.000000 590.000000 0.558322
# 279 mean times: 346.500000 75.250000 421.750000
# 279 balance: 0.961039, expected: 0.100000 (sys: 0.318937, total: 0.756372)
281 0 474.000000 84.000000 558.000000 0.594220
281 1 188.000000 85.000000 273.000000 0.768589
281 2 242.000000 88.000000 330.000000 0.737334
281 3 528.000000 68.000000 596.000000 0.562077
281 4 465.000000 80.000000 545.000000 0.565587
281 5 218.000000 78.000000 296.000000 0.761050
281 6 232.000000 87.000000 319.000000 0.738244
281 7 469.000000 70.000000 539.000000 0.571031
# 281 mean times: 352.000000 80.000000 432.000000
# 281 balance: 0.965909, expected: 0.100000 (sys: 0.250000, total: 0.747685)
283 0 427.000000 78.000000 505.000000 0.597979
283 1 200.000000 79.000000 279.000000 0.773775
283 2 229.000000 87.000000 316.000000 0.750383
283 3 449.000000 64.000000 513.000000 0.571078
283 4 514.000000 76.000000 590.000000 0.561237
283 5 199.000000 80.000000 279.000000 0.771693
283 6 214.000000 88.000000 302.000000 0.750876
283 7 525.000000 72.000000 597.000000 0.570130
# 283 mean times: 344.625000 78.000000 422.625000
# 283 balance: 0.945956, expected: 0.100000 (sys: 0.307692, total: 0.752440)
285 0 469.000000 85.000000 554.000000 0.607175
285 1 194.000000 79.000000 273.000000 0.777121
285 2 259.000000 81.000000 340.000000 0.741021
285 3 536.000000 69.000000 605.000000 0.569655
285 4 502.000000 78.000000 580.000000 0.585113
285 5 213.000000 76.000000 289.000000 0.769593
285 6 243.000000 81.000000 324.000000 0.747104
285 7 519.000000 72.000000 591.000000 0.574088
# 285 mean times: 366.875000 77.625000 444.500000
# 285 balance: 0.932198, expected: 0.100000 (sys: 0.206119, total: 0.746907)
287 0 462.000000 81.000000 543.000000 0.616357
287 1 200.000000 78.000000 278.000000 0.778007
287 2 241.000000 78.000000 319.000000 0.753644
287 3 535.000000 65.000000 600.000000 0.574099
287 4 442.000000 81.000000 523.000000 0.580735
287 5 206.000000 80.000000 286.000000 0.774143
287 6 246.000000 78.000000 324.000000 0.751270
287 7 454.000000 72.000000 526.000000 0.574400
# 287 mean times: 348.250000 76.625000 424.875000
# 287 balance: 0.961953, expected: 0.100000 (sys: 0.208809, total: 0.757870)
289 0 425.000000 77.000000 502.000000 0.598718
289 1 191.000000 84.000000 275.000000 0.776095
289 2 242.000000 77.000000 319.000000 0.746549
289 3 553.000000 63.000000 616.000000 0.550868
289 4 505.000000 79.000000 584.000000 0.564679
289 5 196.000000 78.000000 274.000000 0.769741
289 6 240.000000 78.000000 318.000000 0.741601
289 7 443.000000 82.000000 525.000000 0.570530
# 289 mean times: 349.375000 77.250000 426.625000
# 289 balance: 1.036136, expected: 0.100000 (sys: 0.271845, total: 0.801641)
291 0 457.000000 77.000000 534.000000 0.597390
291 1 200.000000 73.000000 273.000000 0.766605
291 2 238.000000 75.000000 313.000000 0.741989
291 3 517.000000 69.000000 586.000000 0.557226
291 4 500.000000 84.000000 584.000000 0.561008
291 5 210.000000 79.000000 289.000000 0.759822
291 6 225.000000 82.000000 307.000000 0.741262
291 7 502.000000 67.000000 569.000000 0.569282
# 291 mean times: 356.125000 75.750000 431.875000
# 291 balance: 0.890137, expected: 0.100000 (sys: 0.224422, total: 0.724747)
293 0 456.000000 74.000000 530.000000 0.599649
293 1 180.000000 85.000000 265.000000 0.767455
293 2 241.000000 72.000000 313.000000 0.735582
293 3 516.000000 68.000000 584.000000 0.571117
293 4 498.000000 77.000000 575.000000 0.564056
293 5 194.000000 81.000000 275.000000 0.757879
293 6 245.000000 78.000000 323.000000 0.730627
293 7 531.000000 72.000000 603.000000 0.547641
# 293 mean times: 357.625000 75.875000 433.500000
# 293 balance: 0.981475, expected: 0.100000 (sys: 0.224053, total: 0.779700)
295 0 475.000000 75.000000 550.000000 0.604545
295 1 204.000000 75.000000 279.000000 0.772319
295 2 229.000000 83.000000 312.000000 0.751525
295 3 543.000000 70.000000 613.000000 0.568257
295 4 490.000000 84.000000 574.000000 0.576396
295 5 218.000000 76.000000 294.000000 0.768094
295 6 236.000000 85.000000 321.000000 0.747272
295 7 537.000000 71.000000 608.000000 0.563983
# 295 mean times: 366.500000 77.375000 443.875000
# 295 balance: 0.924966, expected: 0.100000 (sys: 0.193861, total: 0.752464)
297 0 471.000000 82.000000 553.000000 0.607497
297 1 197.000000 79.000000 276.000000 0.775092
297 2 246.000000 82.000000 328.000000 0.743393
297 3 533.000000 74.000000 607.000000 0.563179
297 4 530.000000 71.000000 601.000000 0.560327
297 5 216.000000 81.000000 297.000000 0.767908
297 6 230.000000 84.000000 314.000000 0.751156
297 7 479.000000 63.000000 542.000000 0.566289
# 297 mean times: 362.750000 77.000000 439.750000
# 297 balance: 0.926258, expected: 0.100000 (sys: 0.272727, total: 0.752700)
299 0 452.000000 77.000000 529.000000 0.591062
299 1 154.000000 96.000000 250.000000 0.764931
299 2 223.000000 75.000000 298.000000 0.737271
299 3 538.000000 69.000000 607.000000 0.539185
299 4 499.000000 72.000000 571.000000 0.549077
299 5 189.000000 82.000000 271.000000 0.760082
299 6 227.000000 77.000000 304.000000 0.734014
299 7 438.000000 66.000000 504.000000 0.557450
# 299 mean times: 340.000000 76.750000 416.750000
# 299 balance: 1.129412, expected: 0.100000 (sys: 0.390879, total: 0.856629)
301 0 465.000000 74.000000 539.000000 0.597543
301 1 191.000000 71.000000 262.000000 0.774015
301 2 228.000000 78.000000 306.000000 0.746501
301 3 524.000000 71.000000 595.000000 0.555810
301 4 439.000000 76.000000 515.000000 0.564184
301 5 192.000000 77.000000 269.000000 0.771265
301 6 244.000000 74.000000 318.000000 0.740388
301 7 526.000000 68.000000 594.000000 0.565966
# 301 mean times: 351.125000 73.625000 424.750000
# 301 balance: 0.954076, expected: 0.100000 (sys: 0.135823, total: 0.783991)
303 0 463.000000 73.000000 536.000000 0.595506
303 1 180.000000 86.000000 266.000000 0.769695
303 2 232.000000 73.000000 305.000000 0.745033
303 3 525.000000 65.000000 590.000000 0.558721
303 4 500.000000 80.000000 580.000000 0.555257
303 5 197.000000 77.000000 274.000000 0.766736
303 6 230.000000 80.000000 310.000000 0.741006
303 7 537.000000 70.000000 607.000000 0.549357
# 303 mean times: 358.000000 75.500000 433.500000
# 303 balance: 0.997207, expected: 0.100000 (sys: 0.278146, total: 0.786621)
305 0 405.000000 80.000000 485.000000 0.588394
305 1 180.000000 72.000000 252.000000 0.771439
305 2 217.000000 81.000000 298.000000 0.744366
305 3 456.000000 70.000000 526.000000 0.554313
305 4 462.000000 76.000000 538.000000 0.535965
305 5 180.000000 75.000000 255.000000 0.768249
305 6 219.000000 79.000000 298.000000 0.722991
305 7 511.000000 67.000000 578.000000 0.547686
# 305 mean times: 328.750000 75.000000 403.750000
# 305 balance: 1.006844, expected: 0.100000 (sys: 0.186667, total: 0.807430)
307 0 453.000000 79.000000 532.000000 0.602257
307 1 186.000000 87.000000 273.000000 0.773393
307 2 240.000000 77.000000 317.000000 0.746243
307 3 543.000000 68.000000 611.000000 0.551085
307 4 512.000000 76.000000 588.000000 0.556854
307 5 196.000000 81.000000 277.000000 0.769239
307 6 227.000000 79.000000 306.000000 0.749407
307 7 540.000000 73.000000 613.000000 0.540980
# 307 mean times: 362.125000 77.500000 439.625000
# 307 balance: 0.985847, expected: 0.100000 (sys: 0.245161, total: 0.773386)
309 0 465.000000 69.000000 534.000000 0.575154
309 1 186.000000 78.000000 264.000000 0.756761
309 2 220.000000 80.000000 300.000000 0.727785
309 3 440.000000 63.000000 503.000000 0.544262
309 4 483.000000 74.000000 557.000000 0.538570
309 5 195.000000 75.000000 270.000000 0.756987
309 6 224.000000 79.000000 303.000000 0.727897
309 7 442.000000 66.000000 508.000000 0.544458
# 309 mean times: 331.875000 73.000000 404.875000
# 309 balance: 0.894915, expected: 0.100000 (sys: 0.232877, total: 0.723680)
311 0 416.000000 78.000000 494.000000 0.591586
311 1 183.000000 80.000000 263.000000 0.764734
311 2 234.000000 74.000000 308.000000 0.738492
311 3 497.000000 67.000000 564.000000 0.529896
311 4 488.000000 78.000000 566.000000 0.552725
311 5 195.000000 75.000000 270.000000 0.758536
311 6 232.000000 77.000000 309.000000 0.741160
311 7 533.000000 70.000000 603.000000 0.534549
# 311 mean times: 347.250000 74.875000 422.125000
# 311 balance: 1.007919, expected: 0.100000 (sys: 0.173623, total: 0.805449)
313 0 476.000000 80.000000 556.000000 0.605882
313 1 208.000000 78.000000 286.000000 0.772689
313 2 246.000000 79.000000 325.000000 0.744279
313 3 528.000000 75.000000 603.000000 0.558825
313 4 424.000000 88.000000 512.000000 0.579558
313 5 210.000000 83.000000 293.000000 0.764050
313 6 250.000000 80.000000 330.000000 0.742489
313 7 463.000000 67.000000 530.000000 0.567834
# 313 mean times: 350.625000 78.750000 429.375000
# 313 balance: 0.912656, expected: 0.100000 (sys: 0.266667, total: 0.738282)
315 0 449.000000 78.000000 527.000000 0.595439
315 1 191.000000 76.000000 267.000000 0.768424
315 2 216.000000 81.000000 297.000000 0.749355
315 3 464.000000 64.000000 528.000000 0.542883
315 4 493.000000 73.000000 566.000000 0.553967
315 5 203.000000 75.000000 278.000000 0.767931
315 6 226.000000 74.000000 300.000000 0.744650
315 7 529.000000 66.000000 595.000000 0.549340
# 315 mean times: 346.375000 73.375000 419.750000
# 315 balance: 0.975821, expected: 0.100000 (sys: 0.231687, total: 0.781418)
317 0 426.000000 69.000000 495.000000 0.583484
317 1 174.000000 80.000000 254.000000 0.766549
317 2 229.000000 74.000000 303.000000 0.729970
317 3 453.000000 67.000000 520.000000 0.552970
317 4 499.000000 76.000000 575.000000 0.548292
317 5 179.000000 76.000000 255.000000 0.765213
317 6 230.000000 77.000000 307.000000 0.737905
317 7 530.000000 66.000000 596.000000 0.527917
# 317 mean times: 340.000000 73.125000 413.125000
# 317 balance: 1.047059, expected: 0.100000 (sys: 0.191453, total: 0.827837)
319 0 457.000000 79.000000 536.000000 0.199575
319 1 183.000000 81.000000 264.000000 0.259358
319 2 231.000000 75.000000 306.000000 0.250902
319 3 463.000000 67.000000 530.000000 0.185772
319 4 488.000000 78.000000 566.000000 0.188513
319 5 192.000000 78.000000 270.000000 0.257690
319 6 223.000000 78.000000 301.000000 0.250706
319 7 533.000000 71.000000 604.000000 0.183092
# 319 mean times: 346.250000 75.875000 422.125000
# 319 balance: 1.010830, expected: 0.100000 (sys: 0.184514, total: 0.805449)
321 0 471.000000 88.000000 559.000000 0.617512
321 1 191.000000 91.000000 282.000000 0.781834
321 2 242.000000 88.000000 330.000000 0.752013
321 3 564.000000 71.000000 635.000000 0.565492
321 4 516.000000 87.000000 603.000000 0.570071
321 5 211.000000 85.000000 296.000000 0.774332
321 6 238.000000 90.000000 328.000000 0.755326
321 7 573.000000 77.000000 650.000000 0.550326
# 321 mean times: 375.750000 84.625000 460.375000
# 321 balance: 1.016633, expected: 0.100000 (sys: 0.236337, total: 0.799348)
323 0 454.000000 71.000000 525.000000 0.573734
323 1 184.000000 71.000000 255.000000 0.760155
323 2 221.000000 76.000000 297.000000 0.733341
323 3 511.000000 67.000000 578.000000 0.532723
323 4 464.000000 77.000000 541.000000 0.553293
323 5 191.000000 72.000000 263.000000 0.749437
323 6 222.000000 73.000000 295.000000 0.732911
323 7 468.000000 63.000000 531.000000 0.527618
# 323 mean times: 339.375000 71.250000 410.625000
# 323 balance: 0.963536, expected: 0.100000 (sys: 0.196491, total: 0.786606)
325 0 460.000000 78.000000 538.000000 0.604338
325 1 196.000000 79.000000 275.000000 0.772195
325 2 236.000000 80.000000 316.000000 0.746010
325 3 540.000000 65.000000 605.000000 0.559426
325 4 501.000000 77.000000 578.000000 0.565454
325 5 190.000000 76.000000 266.000000 0.771149
325 6 237.000000 84.000000 321.000000 0.742809
325 7 559.000000 77.000000 636.000000 0.548233
# 325 mean times: 364.875000 77.000000 441.875000
# 325 balance: 1.011305, expected: 0.100000 (sys: 0.246753, total: 0.837341)
327 0 446.000000 76.000000 522.000000 0.578312
327 1 168.000000 79.000000 247.000000 0.753622
327 2 221.000000 75.000000 296.000000 0.733254
327 3 470.000000 65.000000 535.000000 0.521124
327 4 473.000000 75.000000 548.000000 0.545150
327 5 194.000000 76.000000 270.000000 0.748329
327 6 230.000000 72.000000 302.000000 0.726738
327 7 537.000000 57.000000 594.000000 0.517922
# 327 mean times: 342.375000 71.875000 414.250000
# 327 balance: 1.077766, expected: 0.100000 (sys: 0.306087, total: 0.837658)
329 0 465.000000 73.000000 538.000000 0.583979
329 1 180.000000 81.000000 261.000000 0.762323
329 2 230.000000 72.000000 302.000000 0.734462
329 3 475.000000 69.000000 544.000000 0.531027
329 4 493.000000 73.000000 566.000000 0.561866
329 5 201.000000 76.000000 277.000000 0.752346
329 6 227.000000 80.000000 307.000000 0.725476
329 7 531.000000 71.000000 602.000000 0.537873
# 329 mean times: 350.250000 74.375000 424.625000
# 329 balance: 1.002141, expected: 0.100000 (sys: 0.161345, total: 0.803062)
331 0 476.000000 81.000000 557.000000 0.626134
331 1 192.000000 94.000000 286.000000 0.785384
331 2 245.000000 87.000000 332.000000 0.760521
331 3 570.000000 73.000000 643.000000 0.570651
331 4 497.000000 83.000000 580.000000 0.609865
331 5 223.000000 81.000000 304.000000 0.777962
331 6 248.000000 86.000000 334.000000 0.759370
331 7 490.000000 79.000000 569.000000 0.574179
# 331 mean times: 367.625000 83.000000 450.625000
# 331 balance: 1.028222, expected: 0.100000 (sys: 0.253012, total: 0.792233)
333 0 438.000000 78.000000 516.000000 0.582095
333 1 181.000000 72.000000 253.000000 0.756492
333 2 232.000000 69.000000 301.000000 0.730310
333 3 526.000000 62.000000 588.000000 0.528111
333 4 429.000000 71.000000 500.000000 0.546428
333 5 179.000000 76.000000 255.000000 0.755696
333 6 233.000000 71.000000 304.000000 0.721341
333 7 513.000000 67.000000 580.000000 0.525078
# 333 mean times: 341.375000 70.750000 412.125000
# 333 balance: 1.016477, expected: 0.100000 (sys: 0.226148, total: 0.812860)
335 0 450.000000 78.000000 528.000000 0.592179
335 1 178.000000 75.000000 253.000000 0.763990
335 2 227.000000 77.000000 304.000000 0.736954
335 3 473.000000 72.000000 545.000000 0.539571
335 4 467.000000 74.000000 541.000000 0.561177
335 5 202.000000 73.000000 275.000000 0.756736
335 6 221.000000 71.000000 292.000000 0.740049
335 7 451.000000 65.000000 516.000000 0.545804
# 335 mean times: 333.625000 73.125000 406.750000
# 335 balance: 0.884226, expected: 0.100000 (sys: 0.177778, total: 0.717886)
337 0 443.000000 76.000000 519.000000 0.591425
337 1 176.000000 83.000000 259.000000 0.757073
337 2 227.000000 75.000000 302.000000 0.731102
337 3 522.000000 74.000000 596.000000 0.533679
337 4 484.000000 70.000000 554.000000 0.553827
337 5 194.000000 73.000000 267.000000 0.755124
337 6 222.000000 77.000000 299.000000 0.729469
337 7 537.000000 58.000000 595.000000 0.521338
# 337 mean times: 350.625000 73.250000 423.875000
# 337 balance: 1.029590, expected: 0.100000 (sys: 0.341297, total: 0.795046)
339 0 441.000000 72.000000 513.000000 0.580850
339 1 177.000000 73.000000 250.000000 0.756563
339 2 218.000000 73.000000 291.000000 0.736743
339 3 522.000000 64.000000 586.000000 0.533813
339 4 426.000000 72.000000 498.000000 0.532676
339 5 182.000000 75.000000 257.000000 0.753396
339 6 215.000000 75.000000 290.000000 0.731094
339 7 528.000000 66.000000 594.000000 0.514232
# 339 mean times: 338.625000 71.250000 409.875000
# 339 balance: 1.036545, expected: 0.100000 (sys: 0.154386, total: 0.839280)
341 0 450.000000 70.000000 520.000000 0.562024
341 1 178.000000 68.000000 246.000000 0.746620
341 2 219.000000 70.000000 289.000000 0.719126
341 3 504.000000 64.000000 568.000000 0.523810
341 4 491.000000 70.000000 561.000000 0.524492
341 5 192.000000 65.000000 257.000000 0.744897
341 6 215.000000 71.000000 286.000000 0.718255
341 7 458.000000 59.000000 517.000000 0.506164
# 341 mean times: 338.375000 67.125000 405.500000
# 341 balance: 0.963428, expected: 0.100000 (sys: 0.178771, total: 0.794081)
343 0 444.000000 76.000000 520.000000 0.576923
343 1 180.000000 78.000000 258.000000 0.746141
343 2 209.000000 76.000000 285.000000 0.730442
343 3 520.000000 71.000000 591.000000 0.528240
343 4 491.000000 72.000000 563.000000 0.544187
343 5 190.000000 75.000000 265.000000 0.740178
343 6 215.000000 77.000000 292.000000 0.708265
343 7 535.000000 67.000000 602.000000 0.514952
# 343 mean times: 348.000000 74.000000 422.000000
# 343 balance: 1.020115, expected: 0.100000 (sys: 0.148649, total: 0.815166)
345 0 452.000000 73.000000 525.000000 0.564612
345 1 176.000000 73.000000 249.000000 0.743384
345 2 229.000000 75.000000 304.000000 0.717779
345 3 532.000000 66.000000 598.000000 0.516046
345 4 488.000000 74.000000 562.000000 0.540380
345 5 189.000000 74.000000 263.000000 0.739135
345 6 201.000000 77.000000 278.000000 0.719464
345 7 504.000000 67.000000 571.000000 0.518437
# 345 mean times: 346.375000 72.375000 418.750000
# 345 balance: 1.027788, expected: 0.100000 (sys: 0.151986, total: 0.833433)
347 0 435.000000 78.000000 513.000000 0.583478
347 1 178.000000 79.000000 257.000000 0.754972
347 2 218.000000 74.000000 292.000000 0.732696
347 3 543.000000 64.000000 607.000000 0.516781
347 4 464.000000 73.000000 537.000000 0.553329
347 5 187.000000 74.000000 261.000000 0.751202
347 6 214.000000 80.000000 294.000000 0.729309
347 7 488.000000 68.000000 556.000000 0.511214
# 347 mean times: 340.875000 73.750000 414.625000
# 347 balance: 1.070774, expected: 0.100000 (sys: 0.216949, total: 0.844136)
349 0 412.000000 76.000000 488.000000 0.589104
349 1 189.000000 78.000000 267.000000 0.766570
349 2 229.000000 76.000000 305.000000 0.744141
349 3 546.000000 69.000000 615.000000 0.535717
349 4 494.000000 80.000000 574.000000 0.549034
349 5 184.000000 82.000000 266.000000 0.758369
349 6 223.000000 79.000000 302.000000 0.740610
349 7 545.000000 73.000000 618.000000 0.525225
# 349 mean times: 352.750000 76.625000 429.375000
# 349 balance: 1.026223, expected: 0.100000 (sys: 0.169657, total: 0.819796)
351 0 442.000000 72.000000 514.000000 0.573866
351 1 187.000000 72.000000 259.000000 0.750988
351 2 213.000000 75.000000 288.000000 0.729849
351 3 519.000000 66.000000 585.000000 0.520719
351 4 434.000000 72.000000 506.000000 0.537355
351 5 185.000000 73.000000 258.000000 0.746043
351 6 205.000000 79.000000 284.000000 0.724273
351 7 517.000000 67.000000 584.000000 0.506010
# 351 mean times: 337.750000 72.000000 409.750000
# 351 balance: 0.988897, expected: 0.100000 (sys: 0.180556, total: 0.798048)
353 0 471.000000 80.000000 551.000000 0.599690
353 1 196.000000 74.000000 270.000000 0.772755
353 2 230.000000 85.000000 315.000000 0.749215
353 3 525.000000 70.000000 595.000000 0.567288
353 4 514.000000 69.000000 583.000000 0.564562
353 5 201.000000 75.000000 276.000000 0.768773
353 6 223.000000 81.000000 304.000000 0.747493
353 7 504.000000 70.000000 574.000000 0.559155
# 353 mean times: 358.000000 75.500000 433.500000
# 353 balance: 0.918994, expected: 0.100000 (sys: 0.211921, total: 0.749712)
355 0 391.000000 69.000000 460.000000 0.581686
355 1 174.000000 77.000000 251.000000 0.756854
355 2 224.000000 67.000000 291.000000 0.733640
355 3 518.000000 69.000000 587.000000 0.535206
355 4 471.000000 71.000000 542.000000 0.552322
355 5 162.000000 84.000000 246.000000 0.756904
355 6 218.000000 72.000000 290.000000 0.733614
355 7 523.000000 70.000000 593.000000 0.518937
# 355 mean times: 335.125000 72.375000 407.500000
# 355 balance: 1.077210, expected: 0.100000 (sys: 0.234888, total: 0.851534)
357 0 446.000000 76.000000 522.000000 0.571836
357 1 183.000000 77.000000 260.000000 0.752811
357 2 223.000000 77.000000 300.000000 0.730520
357 3 473.000000 62.000000 535.000000 0.518631
357 4 488.000000 66.000000 554.000000 0.537861
357 5 193.000000 71.000000 264.000000 0.746566
357 6 211.000000 80.000000 291.000000 0.731179
357 7 512.000000 67.000000 579.000000 0.522708
# 357 mean times: 341.125000 72.000000 413.125000
# 357 balance: 0.964456, expected: 0.100000 (sys: 0.250000, total: 0.772163)
359 0 441.000000 71.000000 512.000000 0.567041
359 1 168.000000 77.000000 245.000000 0.745654
359 2 204.000000 75.000000 279.000000 0.725740
359 3 548.000000 65.000000 613.000000 0.495638
359 4 476.000000 79.000000 555.000000 0.523822
359 5 177.000000 75.000000 252.000000 0.745317
359 6 213.000000 74.000000 287.000000 0.717115
359 7 532.000000 65.000000 597.000000 0.497463
# 359 mean times: 344.875000 72.625000 417.500000
# 359 balance: 1.101848, expected: 0.100000 (sys: 0.192771, total: 0.881437)
361 0 443.000000 73.000000 516.000000 0.561911
361 1 173.000000 72.000000 245.000000 0.746290
361 2 213.000000 65.000000 278.000000 0.723822
361 3 526.000000 62.000000 588.000000 0.507306
361 4 488.000000 67.000000 555.000000 0.525275
361 5 195.000000 65.000000 260.000000 0.740706
361 6 203.000000 80.000000 283.000000 0.717378
361 7 458.000000 67.000000 525.000000 0.515861
# 361 mean times: 337.375000 68.875000 406.250000
# 361 balance: 1.046313, expected: 0.100000 (sys: 0.261343, total: 0.844308)
363 0 445.000000 73.000000 518.000000 0.558743
363 1 168.000000 74.000000 242.000000 0.746891
363 2 189.000000 84.000000 273.000000 0.726244
363 3 501.000000 65.000000 566.000000 0.520088
363 4 483.000000 73.000000 556.000000 0.518103
363 5 176.000000 74.000000 250.000000 0.741165
363 6 173.000000 91.000000 264.000000 0.720071
363 7 508.000000 62.000000 570.000000 0.499223
# 363 mean times: 330.375000 74.500000 404.875000
# 363 balance: 1.029134, expected: 0.100000 (sys: 0.389262, total: 0.810127)
365 0 437.000000 80.000000 517.000000 0.187928
365 1 173.000000 77.000000 250.000000 0.246776
365 2 212.000000 76.000000 288.000000 0.238157
365 3 532.000000 69.000000 601.000000 0.170970
365 4 481.000000 71.000000 552.000000 0.178697
365 5 189.000000 76.000000 265.000000 0.244872
365 6 205.000000 86.000000 291.000000 0.236718
365 7 521.000000 66.000000 587.000000 0.166897
# 365 mean times: 343.750000 75.125000 418.875000
# 365 balance: 1.044364, expected: 0.100000 (sys: 0.266223, total: 0.837959)
367 0 448.000000 76.000000 524.000000 0.577879
367 1 171.000000 79.000000 250.000000 0.759494
367 2 220.000000 79.000000 299.000000 0.733216
367 3 463.000000 71.000000 534.000000 0.531908
367 4 475.000000 73.000000 548.000000 0.564989
367 5 188.000000 78.000000 266.000000 0.752858
367 6 228.000000 71.000000 299.000000 0.733344
367 7 517.000000 67.000000 584.000000 0.518264
# 367 mean times: 338.750000 74.250000 413.000000
# 367 balance: 1.021402, expected: 0.100000 (sys: 0.161616, total: 0.808717)
369 0 403.000000 73.000000 476.000000 0.584399
369 1 176.000000 80.000000 256.000000 0.761394
369 2 223.000000 78.000000 301.000000 0.733980
369 3 525.000000 66.000000 591.000000 0.530919
369 4 485.000000 66.000000 551.000000 0.554924
369 5 192.000000 75.000000 267.000000 0.758772
369 6 219.000000 75.000000 294.000000 0.732171
369 7 533.000000 69.000000 602.000000 0.514657
# 369 mean times: 344.500000 72.750000 417.250000
# 369 balance: 1.036284, expected: 0.100000 (sys: 0.192440, total: 0.829239)
371 0 448.000000 66.000000 514.000000 0.558220
371 1 161.000000 82.000000 243.000000 0.750780
371 2 191.000000 83.000000 274.000000 0.727163
371 3 518.000000 66.000000 584.000000 0.507481
371 4 464.000000 66.000000 530.000000 0.553739
371 5 179.000000 68.000000 247.000000 0.752916
371 6 211.000000 68.000000 279.000000 0.723308
371 7 505.000000 62.000000 567.000000 0.519472
# 371 mean times: 334.625000 70.125000 404.750000
# 371 balance: 1.066866, expected: 0.100000 (sys: 0.299465, total: 0.842495)
373 0 455.000000 72.000000 527.000000 0.563877
373 1 183.000000 72.000000 255.000000 0.750935
373 2 216.000000 75.000000 291.000000 0.727508
373 3 500.000000 71.000000 571.000000 0.533811
373 4 485.000000 70.000000 555.000000 0.530545
373 5 201.000000 70.000000 271.000000 0.740989
373 6 211.000000 79.000000 290.000000 0.722536
373 7 485.000000 62.000000 547.000000 0.501179
# 373 mean times: 342.000000 71.375000 413.375000
# 373 balance: 0.926901, expected: 0.100000 (sys: 0.238179, total: 0.764439)
375 0 452.000000 76.000000 528.000000 0.566537
375 1 172.000000 77.000000 249.000000 0.754389
375 2 211.000000 73.000000 284.000000 0.731249
375 3 477.000000 68.000000 545.000000 0.520707
375 4 501.000000 71.000000 572.000000 0.528329
375 5 190.000000 72.000000 262.000000 0.749537
375 6 209.000000 78.000000 287.000000 0.724473
375 7 493.000000 70.000000 563.000000 0.515682
# 375 mean times: 338.125000 73.125000 411.250000
# 375 balance: 0.973013, expected: 0.100000 (sys: 0.136752, total: 0.785410)
377 0 445.000000 72.000000 517.000000 0.565148
377 1 175.000000 74.000000 249.000000 0.751582
377 2 218.000000 67.000000 285.000000 0.725392
377 3 459.000000 60.000000 519.000000 0.520059
377 4 422.000000 65.000000 487.000000 0.535651
377 5 193.000000 72.000000 265.000000 0.741049
377 6 216.000000 73.000000 289.000000 0.722400
377 7 505.000000 72.000000 577.000000 0.501479
# 377 mean times: 329.125000 69.375000 398.500000
# 377 balance: 1.002659, expected: 0.100000 (sys: 0.201802, total: 0.823087)
379 0 448.000000 74.000000 522.000000 0.582834
379 1 183.000000 75.000000 258.000000 0.762004
379 2 225.000000 76.000000 301.000000 0.738784
379 3 500.000000 68.000000 568.000000 0.542963
379 4 506.000000 68.000000 574.000000 0.543603
379 5 182.000000 75.000000 257.000000 0.760125
379 6 219.000000 76.000000 295.000000 0.730989
379 7 476.000000 71.000000 547.000000 0.536884
# 379 mean times: 342.375000 72.875000 415.250000
# 379 balance: 0.946331, expected: 0.100000 (sys: 0.109777, total: 0.763396)
381 0 456.000000 72.000000 528.000000 0.578183
381 1 172.000000 79.000000 251.000000 0.761934
381 2 227.000000 70.000000 297.000000 0.733002
381 3 522.000000 68.000000 590.000000 0.529779
381 4 434.000000 68.000000 502.000000 0.540878
381 5 185.000000 77.000000 262.000000 0.757454
381 6 222.000000 71.000000 293.000000 0.732534
381 7 514.000000 66.000000 580.000000 0.525048
# 381 mean times: 341.500000 71.375000 412.875000
# 381 balance: 1.024890, expected: 0.100000 (sys: 0.182137, total: 0.821072)
383 0 453.000000 75.000000 528.000000 0.587674
383 1 177.000000 83.000000 260.000000 0.763252
383 2 228.000000 73.000000 301.000000 0.742250
383 3 528.000000 70.000000 598.000000 0.541352
383 4 434.000000 61.000000 495.000000 0.551738
383 5 197.000000 75.000000 272.000000 0.759290
383 6 220.000000 78.000000 298.000000 0.738232
